State,District,"Subdistt
(Police Station)",Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,,,
21,381,2955,399327,0,0,VILLAGE,Kusupara,Rural,135,650,335,315,114,64,50,2,1,1,518,266,252,330,200,130,320,135,185,192,166,26,158,143,15,12,11,1,100,99,1,12,11,1,34,22,12,34,23,11,1,1,0,23,14,9,8,6,2,2,2,0,30,22,8,1,1,0,21,14,7,6,5,1,2,2,0,4,1,3,0,0,0,2,0,2,2,1,1,0,0,0,458,169,289,,Found,At row ...20123
21,381,2955,399328,0,0,VILLAGE,Biswali,Rural,59,377,143,234,39,15,24,1,0,1,326,113,213,244,100,144,133,43,90,101,84,17,100,83,17,5,4,1,64,49,15,3,3,0,28,27,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,59,217,,Found,At row ...20124
21,381,2955,399329,0,0,VILLAGE,Bada-pokhari,Rural,166,886,479,407,197,117,80,8,5,3,839,450,389,319,219,100,567,260,307,399,228,171,368,215,153,12,8,4,17,9,8,5,4,1,334,194,140,31,13,18,7,4,3,12,7,5,1,0,1,11,2,9,18,8,10,5,3,2,5,3,2,0,0,0,8,2,6,13,5,8,2,1,1,7,4,3,1,0,1,3,0,3,487,251,236,,Found,At row ...20125
21,381,2955,399330,0,0,VILLAGE,Bamburi,Rural,264,1248,616,632,177,91,86,99,50,49,540,269,271,747,417,330,501,199,302,422,359,63,355,309,46,87,87,0,149,124,25,36,32,4,83,66,17,67,50,17,3,2,1,40,28,12,5,3,2,19,17,2,45,32,13,3,2,1,29,20,9,5,3,2,8,7,1,22,18,4,0,0,0,11,8,3,0,0,0,11,10,1,826,257,569,,Found,At row ...20126
21,381,2955,399331,0,0,VILLAGE,Barapada,Rural,135,585,294,291,45,22,23,88,43,45,35,18,17,457,250,207,128,44,84,188,167,21,168,154,14,57,57,0,24,22,2,7,7,0,80,68,12,20,13,7,0,0,0,8,2,6,1,1,0,11,10,1,10,6,4,0,0,0,5,1,4,0,0,0,5,5,0,10,7,3,0,0,0,3,1,2,1,1,0,6,5,1,397,127,270,,Found,At row ...20127
21,381,2955,399332,0,0,VILLAGE,Anjua,Rural,72,323,158,165,31,15,16,0,0,0,236,117,119,191,104,87,132,54,78,151,95,56,129,82,47,9,6,3,49,29,20,4,4,0,67,43,24,22,13,9,0,0,0,17,9,8,1,1,0,4,3,1,21,12,9,0,0,0,17,9,8,0,0,0,4,3,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,172,63,109,,Found,At row ...20128
21,381,2955,399333,0,0,VILLAGE,Garudagaon,Rural,220,1120,585,535,131,69,62,198,98,100,451,240,211,778,440,338,342,145,197,365,259,106,312,231,81,40,38,2,81,55,26,3,3,0,188,135,53,53,28,25,0,0,0,23,8,15,0,0,0,30,20,10,46,23,23,0,0,0,20,6,14,0,0,0,26,17,9,7,5,2,0,0,0,3,2,1,0,0,0,4,3,1,755,326,429,,Found,At row ...20129
21,381,2955,399334,0,0,VILLAGE,Haladibasanta,Rural,272,1421,721,700,168,90,78,103,52,51,68,32,36,1048,575,473,373,146,227,494,444,50,470,429,41,179,171,8,126,120,6,6,6,0,159,132,27,24,15,9,6,5,1,5,4,1,4,2,2,9,4,5,24,15,9,6,5,1,5,4,1,4,2,2,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,927,277,650,,Found,At row ...20130
21,381,2955,399335,0,0,VILLAGE,Tulasipur,Rural,85,654,361,293,84,44,40,43,28,15,288,164,124,503,292,211,151,69,82,141,126,15,98,94,4,49,49,0,14,14,0,2,2,0,33,29,4,43,32,11,12,5,7,16,13,3,4,4,0,11,10,1,40,29,11,12,5,7,13,10,3,4,4,0,11,10,1,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,513,235,278,,Found,At row ...20131
21,381,2955,399336,0,0,VILLAGE,Kamanga,Rural,112,580,278,302,63,39,24,52,25,27,284,137,147,341,180,161,239,98,141,205,150,55,69,60,9,13,12,1,18,18,0,0,0,0,38,30,8,136,90,46,0,0,0,43,27,16,1,0,1,92,63,29,119,81,38,0,0,0,37,25,12,1,0,1,81,56,25,17,9,8,0,0,0,6,2,4,0,0,0,11,7,4,375,128,247,,Found,At row ...20132
21,381,2955,399337,0,0,VILLAGE,Guali,Rural,67,343,170,173,32,20,12,0,0,0,0,0,0,272,142,130,71,28,43,99,89,10,94,87,7,30,30,0,17,17,0,0,0,0,47,40,7,5,2,3,0,0,0,0,0,0,1,1,0,4,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,4,1,3,244,81,163,,Found,At row ...20133
21,381,2955,399339,0,0,VILLAGE,Gurujanga,Rural,62,349,175,174,39,16,23,149,68,81,0,0,0,231,138,93,118,37,81,114,100,14,91,85,6,30,28,2,29,29,0,1,1,0,31,27,4,23,15,8,2,2,0,0,0,0,1,1,0,20,12,8,12,5,7,2,2,0,0,0,0,1,1,0,9,2,7,11,10,1,0,0,0,0,0,0,0,0,0,11,10,1,235,75,160,,Found,At row ...20135
21,381,2955,399341,0,0,VILLAGE,Nelia,Rural,156,820,438,382,93,52,41,1,1,0,0,0,0,647,362,285,173,76,97,261,233,28,160,146,14,90,85,5,18,18,0,4,4,0,48,39,9,101,87,14,4,3,1,10,8,2,5,5,0,82,71,11,98,87,11,4,3,1,9,8,1,5,5,0,80,71,9,3,0,3,0,0,0,1,0,1,0,0,0,2,0,2,559,205,354,,Found,At row ...20137
21,381,2955,399342,0,0,VILLAGE,Chhatabar,Rural,73,448,232,216,44,21,23,0,0,0,0,0,0,376,209,167,72,23,49,159,147,12,150,143,7,57,56,1,37,37,0,6,6,0,50,44,6,9,4,5,1,1,0,3,2,1,0,0,0,5,1,4,8,3,5,0,0,0,3,2,1,0,0,0,5,1,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,289,85,204,,Found,At row ...20138
21,381,2955,399343,0,0,VILLAGE,Beguniadiha,Rural,77,353,170,183,34,12,22,102,48,54,0,0,0,255,142,113,98,28,70,129,119,10,89,83,6,52,46,6,3,3,0,11,11,0,23,23,0,40,36,4,0,0,0,3,2,1,4,4,0,33,30,3,14,13,1,0,0,0,3,2,1,4,4,0,7,7,0,26,23,3,0,0,0,0,0,0,0,0,0,26,23,3,224,51,173,,Found,At row ...20139
21,381,2955,399344,0,0,VILLAGE,Madhapur,Rural,152,771,383,388,90,43,47,142,73,69,0,0,0,585,316,269,186,67,119,248,235,13,211,203,8,73,71,2,48,48,0,8,8,0,82,76,6,37,32,5,1,1,0,2,2,0,4,4,0,30,25,5,20,16,4,1,1,0,1,1,0,3,3,0,15,11,4,17,16,1,0,0,0,1,1,0,1,1,0,15,14,1,523,148,375,,Found,At row ...20140
21,381,2955,399346,0,0,VILLAGE,Kanamira,Rural,101,563,273,290,87,38,49,21,15,6,215,100,115,344,189,155,219,84,135,222,161,61,65,55,10,3,3,0,1,1,0,0,0,0,61,51,10,157,106,51,0,0,0,3,3,0,0,0,0,154,103,51,23,12,11,0,0,0,0,0,0,0,0,0,23,12,11,134,94,40,0,0,0,3,3,0,0,0,0,131,91,40,341,112,229,,Found,At row ...20142
21,381,2955,399347,0,0,VILLAGE,Teliapada,Rural,96,514,242,272,55,25,30,31,16,15,98,43,55,392,198,194,122,44,78,285,144,141,119,88,31,15,14,1,32,17,15,36,32,4,36,25,11,166,56,110,13,11,2,103,33,70,27,10,17,23,2,21,147,43,104,9,7,2,94,28,66,23,6,17,21,2,19,19,13,6,4,4,0,9,5,4,4,4,0,2,0,2,229,98,131,,Found,At row ...20143
21,381,2955,399348,0,0,VILLAGE,Ramachandrapur,Rural,44,246,116,130,29,11,18,27,13,14,74,39,35,197,103,94,49,13,36,140,73,67,96,64,32,24,21,3,28,10,18,6,6,0,38,27,11,44,9,35,1,1,0,41,8,33,0,0,0,2,0,2,32,9,23,1,1,0,29,8,21,0,0,0,2,0,2,12,0,12,0,0,0,12,0,12,0,0,0,0,0,0,106,43,63,,Found,At row ...20144
21,381,2955,399350,0,0,VILLAGE,Jakana,Rural,63,304,155,149,20,13,7,82,43,39,0,0,0,261,130,131,43,25,18,112,87,25,94,79,15,3,3,0,5,4,1,3,3,0,83,69,14,18,8,10,1,0,1,3,1,2,0,0,0,14,7,7,13,4,9,0,0,0,3,1,2,0,0,0,10,3,7,5,4,1,1,0,1,0,0,0,0,0,0,4,4,0,192,68,124,,Found,At row ...20146
21,381,2955,399351,0,0,VILLAGE,Haduotta,Rural,58,269,138,131,28,17,11,69,33,36,7,3,4,211,109,102,58,29,29,119,88,31,70,62,8,38,37,1,0,0,0,0,0,0,32,25,7,49,26,23,0,0,0,31,12,19,0,0,0,18,14,4,49,26,23,0,0,0,31,12,19,0,0,0,18,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,50,100,,Found,At row ...20147
21,381,2955,399352,0,0,VILLAGE,Chintamanipur,Rural,215,1020,524,496,99,47,52,115,64,51,176,86,90,734,419,315,286,105,181,356,325,31,288,272,16,72,72,0,5,5,0,4,3,1,207,192,15,68,53,15,18,14,4,10,6,4,0,0,0,40,33,7,48,38,10,14,12,2,6,4,2,0,0,0,28,22,6,20,15,5,4,2,2,4,2,2,0,0,0,12,11,1,664,199,465,,Found,At row ...20148
21,381,2955,399353,0,0,VILLAGE,Narendrapur,Rural,108,485,261,224,66,29,37,210,109,101,78,42,36,292,186,106,193,75,118,175,165,10,173,164,9,60,58,2,0,0,0,4,4,0,109,102,7,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,96,214,,Found,At row ...20149
21,381,2955,399354,0,0,VILLAGE,Naranpur,Rural,101,499,255,244,50,28,22,12,6,6,193,103,90,295,159,136,204,96,108,321,172,149,157,147,10,139,136,3,7,4,3,0,0,0,11,7,4,164,25,139,4,1,3,145,16,129,1,1,0,14,7,7,159,24,135,4,1,3,140,15,125,1,1,0,14,7,7,5,1,4,0,0,0,5,1,4,0,0,0,0,0,0,178,83,95,,Found,At row ...20150
21,381,2955,399356,0,0,VILLAGE,Kolha,Rural,21,103,50,53,17,8,9,0,0,0,88,44,44,38,21,17,65,29,36,45,28,17,27,23,4,1,1,0,14,11,3,4,4,0,8,7,1,18,5,13,1,1,0,16,3,13,0,0,0,1,1,0,16,4,12,0,0,0,15,3,12,0,0,0,1,1,0,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,58,22,36,,Found,At row ...20152
21,381,2955,399357,0,0,VILLAGE,Sama-sundarpur,Rural,42,175,97,78,15,7,8,1,1,0,99,58,41,133,79,54,42,18,24,72,62,10,49,46,3,12,12,0,15,12,3,12,12,0,10,10,0,23,16,7,1,1,0,20,13,7,0,0,0,2,2,0,21,15,6,1,1,0,18,12,6,0,0,0,2,2,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,103,35,68,,Found,At row ...20153
21,381,2955,399358,0,0,VILLAGE,Mania,Rural,449,2125,1103,1022,286,133,153,159,76,83,648,332,316,1233,726,507,892,377,515,671,611,60,148,135,13,48,47,1,35,33,2,12,12,0,53,43,10,523,476,47,33,29,4,289,261,28,18,17,1,183,169,14,473,442,31,30,26,4,271,251,20,17,16,1,155,149,6,50,34,16,3,3,0,18,10,8,1,1,0,28,20,8,1454,492,962,,Found,At row ...20154
21,381,2955,399359,0,0,VILLAGE,Kadei,Rural,308,1420,739,681,149,82,67,200,106,94,310,164,146,970,545,425,450,194,256,479,423,56,440,404,36,67,67,0,221,208,13,7,6,1,145,123,22,39,19,20,0,0,0,7,4,3,5,5,0,27,10,17,36,18,18,0,0,0,6,4,2,4,4,0,26,10,16,3,1,2,0,0,0,1,0,1,1,1,0,1,0,1,941,316,625,,Found,At row ...20155
21,381,2955,399360,0,0,VILLAGE,Gopasanthapur,Rural,2,4,3,1,1,1,0,0,0,0,0,0,0,2,1,1,2,2,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,,Found,At row ...20156
21,381,2955,399361,0,0,VILLAGE,Ghasisanthapur,Rural,64,271,146,125,19,16,3,16,9,7,0,0,0,227,121,106,44,25,19,99,94,5,93,89,4,49,49,0,10,10,0,0,0,0,34,30,4,6,5,1,0,0,0,2,2,0,1,1,0,3,2,1,4,3,1,0,0,0,1,1,0,1,1,0,2,1,1,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,172,52,120,,Found,At row ...20157
21,381,2955,399362,0,0,VILLAGE,Maguradhanmandal,Rural,557,2430,1293,1137,236,131,105,219,114,105,0,0,0,1929,1099,830,501,194,307,778,737,41,412,388,24,118,113,5,39,38,1,32,32,0,223,205,18,366,349,17,95,95,0,167,160,7,11,10,1,93,84,9,327,316,11,90,90,0,142,137,5,9,8,1,86,81,5,39,33,6,5,5,0,25,23,2,2,2,0,7,3,4,1652,556,1096,,Found,At row ...20158
21,381,2955,399363,0,0,VILLAGE,Bada-Debil,Rural,338,1459,767,692,126,67,59,161,85,76,0,0,0,1186,658,528,273,109,164,472,445,27,281,271,10,38,38,0,131,128,3,8,8,0,104,97,7,191,174,17,4,4,0,139,134,5,14,13,1,34,23,11,187,170,17,4,4,0,137,132,5,12,11,1,34,23,11,4,4,0,0,0,0,2,2,0,2,2,0,0,0,0,987,322,665,,Found,At row ...20159
21,381,2955,399364,0,0,VILLAGE,Sanadebil,Rural,85,363,178,185,39,14,25,6,3,3,25,7,18,252,137,115,111,41,70,130,115,15,95,86,9,11,10,1,16,16,0,0,0,0,68,60,8,35,29,6,0,0,0,22,21,1,1,0,1,12,8,4,34,28,6,0,0,0,21,20,1,1,0,1,12,8,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,233,63,170,,Found,At row ...20160
21,381,2955,399365,0,0,VILLAGE,Rudrapur,Rural,350,1555,798,757,162,65,97,385,198,187,0,0,0,1111,637,474,444,161,283,569,458,111,333,227,106,72,60,12,182,104,78,6,6,0,73,57,16,236,231,5,3,2,1,209,208,1,3,3,0,21,18,3,229,224,5,2,1,1,205,204,1,3,3,0,19,16,3,7,7,0,1,1,0,4,4,0,0,0,0,2,2,0,986,340,646,,Found,At row ...20161
21,381,2955,399366,0,0,VILLAGE,Ganeswarpur,Rural,123,549,277,272,58,29,29,378,188,190,0,0,0,342,196,146,207,81,126,146,138,8,20,17,3,1,1,0,1,1,0,1,1,0,17,14,3,126,121,5,1,1,0,115,110,5,0,0,0,10,10,0,11,11,0,1,1,0,3,3,0,0,0,0,7,7,0,115,110,5,0,0,0,112,107,5,0,0,0,3,3,0,403,139,264,,Found,At row ...20162
21,381,2955,399367,0,0,VILLAGE,Govindapur,Rural,379,1873,950,923,215,125,90,113,60,53,260,136,124,1450,758,692,423,192,231,605,503,102,479,406,73,19,17,2,115,77,38,50,49,1,295,263,32,126,97,29,6,5,1,22,19,3,5,5,0,93,68,25,115,87,28,6,5,1,19,17,2,4,4,0,86,61,25,11,10,1,0,0,0,3,2,1,1,1,0,7,7,0,1268,447,821,,Found,At row ...20163
21,381,2955,399368,0,0,VILLAGE,Rasiknagar,Rural,112,643,355,288,62,35,27,6,3,3,0,0,0,535,310,225,108,45,63,203,192,11,198,188,10,19,19,0,46,44,2,0,0,0,133,125,8,5,4,1,1,0,1,3,3,0,0,0,0,1,1,0,5,4,1,1,0,1,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,163,277,,Found,At row ...20164
21,381,2955,399369,0,0,VILLAGE,Narasingpur,Rural,82,340,184,156,28,13,15,0,0,0,0,0,0,287,164,123,53,20,33,103,100,3,101,98,3,18,18,0,18,18,0,0,0,0,65,62,3,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,84,153,,Found,At row ...20165
21,381,2955,399370,0,0,VILLAGE,Gokulpur,Rural,498,2396,1221,1175,249,127,122,510,252,258,0,0,0,1791,995,796,605,226,379,771,702,69,687,650,37,34,33,1,140,132,8,66,64,2,447,421,26,84,52,32,7,5,2,34,24,10,15,9,6,28,14,14,72,47,25,7,5,2,32,23,9,12,8,4,21,11,10,12,5,7,0,0,0,2,1,1,3,1,2,7,3,4,1625,519,1106,,Found,At row ...20166
21,381,2955,399371,0,0,VILLAGE,Jaripada,Rural,486,2259,1165,1094,232,120,112,646,341,305,0,0,0,1703,947,756,556,218,338,703,669,34,605,578,27,124,122,2,239,228,11,50,48,2,192,180,12,98,91,7,2,2,0,90,85,5,2,1,1,4,3,1,97,90,7,2,2,0,89,84,5,2,1,1,4,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1556,496,1060,,Found,At row ...20167
21,381,2955,399372,0,0,VILLAGE,Sanalekhanpur,Rural,42,181,95,86,24,14,10,178,93,85,0,0,0,149,79,70,32,16,16,61,60,1,51,50,1,11,11,0,36,36,0,1,1,0,3,2,1,10,10,0,0,0,0,10,10,0,0,0,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,120,35,85,,Found,At row ...20168
21,381,2955,399373,0,0,VILLAGE,Biswanathpur,Rural,107,486,264,222,38,22,16,74,40,34,0,0,0,419,236,183,67,28,39,177,172,5,175,170,5,44,44,0,95,91,4,0,0,0,36,35,1,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,92,217,,Found,At row ...20169
21,381,2955,399374,0,0,VILLAGE,Jagannathpur,Rural,225,935,491,444,101,61,40,526,278,248,0,0,0,704,402,302,231,89,142,536,302,234,482,275,207,90,64,26,343,180,163,15,11,4,34,20,14,54,27,27,6,3,3,44,23,21,0,0,0,4,1,3,44,24,20,6,3,3,35,20,15,0,0,0,3,1,2,10,3,7,0,0,0,9,3,6,0,0,0,1,0,1,399,189,210,,Found,At row ...20170
21,381,2955,399375,0,0,VILLAGE,Nausadhipur,Rural,37,156,79,77,18,7,11,107,55,52,0,0,0,108,69,39,48,10,38,99,56,43,65,39,26,11,5,6,49,29,20,0,0,0,5,5,0,34,17,17,0,0,0,31,15,16,1,1,0,2,1,1,28,17,11,0,0,0,26,15,11,1,1,0,1,1,0,6,0,6,0,0,0,5,0,5,0,0,0,1,0,1,57,23,34,,Found,At row ...20171
21,381,2955,399376,0,0,VILLAGE,Santarapur,Rural,107,463,236,227,46,21,25,0,0,0,0,0,0,400,210,190,63,26,37,209,157,52,204,153,51,47,40,7,86,66,20,9,8,1,62,39,23,5,4,1,1,1,0,1,1,0,0,0,0,3,2,1,5,4,1,1,1,0,1,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,79,175,,Found,At row ...20172
21,381,2955,399377,0,0,VILLAGE,Damaka,Rural,245,1239,638,601,138,75,63,314,153,161,0,0,0,941,521,420,298,117,181,411,357,54,260,235,25,78,78,0,83,66,17,4,4,0,95,87,8,151,122,29,16,15,1,36,18,18,6,6,0,93,83,10,140,116,24,15,14,1,32,17,15,6,6,0,87,79,8,11,6,5,1,1,0,4,1,3,0,0,0,6,4,2,828,281,547,,Found,At row ...20173
21,381,2955,399378,0,0,VILLAGE,Nischinta,Rural,108,532,277,255,62,32,30,99,54,45,0,0,0,408,226,182,124,51,73,124,124,0,124,124,0,4,4,0,0,0,0,0,0,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,153,255,,Found,At row ...20174
21,381,2955,399379,0,0,VILLAGE,Rajakona,Rural,60,275,156,119,28,21,7,103,55,48,0,0,0,206,123,83,69,33,36,94,92,2,93,91,2,29,29,0,24,24,0,0,0,0,40,38,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,64,117,,Found,At row ...20175
21,381,2955,399380,0,0,VILLAGE,Uchhapada,Rural,168,702,365,337,67,35,32,230,116,114,0,0,0,580,318,262,122,47,75,242,217,25,183,166,17,50,50,0,10,8,2,1,1,0,122,107,15,59,51,8,6,5,1,35,31,4,0,0,0,18,15,3,52,49,3,5,4,1,32,31,1,0,0,0,15,14,1,7,2,5,1,1,0,3,0,3,0,0,0,3,1,2,460,148,312,,Found,At row ...20176
21,381,2955,399381,0,0,VILLAGE,Bainchua,Rural,187,946,501,445,92,52,40,249,137,112,0,0,0,757,423,334,189,78,111,267,243,24,123,106,17,2,1,1,0,0,0,1,1,0,120,104,16,144,137,7,32,31,1,62,61,1,2,2,0,48,43,5,135,129,6,31,30,1,56,55,1,2,2,0,46,42,4,9,8,1,1,1,0,6,6,0,0,0,0,2,1,1,679,258,421,,Found,At row ...20177
21,381,2955,399383,0,0,VILLAGE,Beruan,Rural,155,693,355,338,80,35,45,99,49,50,1,0,1,551,306,245,142,49,93,231,209,22,191,177,14,72,71,1,31,28,3,6,6,0,82,72,10,40,32,8,4,4,0,24,19,5,1,0,1,11,9,2,23,19,4,3,3,0,10,8,2,1,0,1,9,8,1,17,13,4,1,1,0,14,11,3,0,0,0,2,1,1,462,146,316,,Found,At row ...20179
21,381,2955,399385,0,0,VILLAGE,Bandal,Rural,236,1056,524,532,114,61,53,236,113,123,0,0,0,872,451,421,184,73,111,336,303,33,278,260,18,97,95,2,9,9,0,10,10,0,162,146,16,58,43,15,8,5,3,35,29,6,2,0,2,13,9,4,45,35,10,5,4,1,28,24,4,1,0,1,11,7,4,13,8,5,3,1,2,7,5,2,1,0,1,2,2,0,720,221,499,,Found,At row ...20181
21,381,2955,399387,0,0,VILLAGE,Tikarpada,Rural,202,1021,522,499,94,48,46,75,43,32,12,5,7,864,453,411,157,69,88,411,290,121,173,144,29,60,55,5,61,56,5,8,5,3,44,28,16,238,146,92,33,26,7,82,72,10,11,8,3,112,40,72,197,113,84,29,23,6,62,57,5,10,7,3,96,26,70,41,33,8,4,3,1,20,15,5,1,1,0,16,14,2,610,232,378,,Found,At row ...20183
21,381,2955,399388,0,0,VILLAGE,Kandarkana,Rural,160,823,413,410,73,37,36,57,29,28,10,5,5,613,337,276,210,76,134,258,236,22,222,207,15,41,40,1,18,17,1,4,4,0,159,146,13,36,29,7,2,1,1,13,10,3,0,0,0,21,18,3,34,28,6,2,1,1,13,10,3,0,0,0,19,17,2,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,565,177,388,,Found,At row ...20184
21,381,2955,399389,0,0,VILLAGE,Kotasahi,Rural,363,1762,888,874,221,111,110,184,89,95,188,92,96,1335,719,616,427,169,258,613,535,78,555,485,70,41,39,2,83,69,14,31,24,7,400,353,47,58,50,8,3,3,0,23,21,2,1,1,0,31,25,6,53,46,7,2,2,0,20,18,2,1,1,0,30,25,5,5,4,1,1,1,0,3,3,0,0,0,0,1,0,1,1149,353,796,,Found,At row ...20185
21,381,2955,399390,0,0,VILLAGE,Hadua,Rural,97,453,222,231,58,26,32,9,5,4,25,9,16,367,189,178,86,33,53,156,134,22,134,120,14,6,6,0,6,6,0,20,20,0,102,88,14,22,14,8,0,0,0,2,1,1,1,1,0,19,12,7,18,13,5,0,0,0,2,1,1,1,1,0,15,11,4,4,1,3,0,0,0,0,0,0,0,0,0,4,1,3,297,88,209,,Found,At row ...20186
21,381,2955,399391,0,0,VILLAGE,Kairapari,Rural,199,1012,526,486,104,55,49,208,110,98,1,0,1,819,439,380,193,87,106,284,263,21,221,203,18,5,5,0,3,3,0,9,9,0,204,186,18,63,60,3,23,23,0,28,28,0,4,4,0,8,5,3,61,59,2,22,22,0,28,28,0,4,4,0,7,5,2,2,1,1,1,1,0,0,0,0,0,0,0,1,0,1,728,263,465,,Found,At row ...20187
21,381,2955,399392,0,0,VILLAGE,Karanji,Rural,16,95,46,49,11,4,7,37,18,19,0,0,0,62,34,28,33,12,21,27,25,2,24,24,0,11,11,0,8,8,0,0,0,0,5,5,0,3,1,2,0,0,0,1,0,1,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,68,21,47,,Found,At row ...20188
21,381,2955,399393,0,0,VILLAGE,Sardola,Rural,185,850,443,407,73,41,32,146,69,77,0,0,0,645,364,281,205,79,126,267,230,37,243,211,32,57,56,1,42,30,12,0,0,0,144,125,19,24,19,5,1,1,0,1,1,0,6,3,3,16,14,2,20,15,5,1,1,0,1,1,0,6,3,3,12,10,2,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,583,213,370,,Found,At row ...20189
21,381,2955,399394,0,0,VILLAGE,Brahmanabhog,Rural,69,330,173,157,33,23,10,51,25,26,0,0,0,278,144,134,52,29,23,104,96,8,97,90,7,31,31,0,11,11,0,0,0,0,55,48,7,7,6,1,2,1,1,0,0,0,0,0,0,5,5,0,7,6,1,2,1,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,77,149,,Found,At row ...20190
21,381,2955,399395,0,0,VILLAGE,Bahuda,Rural,44,214,108,106,22,14,8,60,26,34,0,0,0,172,91,81,42,17,25,67,63,4,49,46,3,11,11,0,2,1,1,0,0,0,36,34,2,18,17,1,4,4,0,9,9,0,0,0,0,5,4,1,13,12,1,4,4,0,4,4,0,0,0,0,5,4,1,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,147,45,102,,Found,At row ...20191
