State,District,"Subdistt
(Police Station)",Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,,,
21,381,2944,398477,0,0,VILLAGE,Baradiha,Rural,93,462,242,220,61,31,30,115,58,57,41,20,21,355,198,157,107,44,63,195,146,49,156,141,15,43,41,2,6,6,0,6,5,1,101,89,12,39,5,34,2,1,1,20,4,16,2,0,2,15,0,15,39,5,34,2,1,1,20,4,16,2,0,2,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,96,171,,Found,At row ...19237
21,381,2944,398478,0,0,VILLAGE,Chakraprasad,Rural,375,1863,972,891,225,120,105,716,367,349,26,12,14,1298,749,549,565,223,342,668,601,67,558,533,25,69,69,0,228,222,6,8,5,3,253,237,16,110,68,42,45,45,0,26,4,22,16,0,16,23,19,4,94,67,27,45,45,0,12,3,9,14,0,14,23,19,4,16,1,15,0,0,0,14,1,13,2,0,2,0,0,0,1195,371,824,,Found,At row ...19238
21,381,2944,398479,0,0,VILLAGE,Subalaya,Rural,282,1220,631,589,134,60,74,580,299,281,5,2,3,971,548,423,249,83,166,562,390,172,273,264,9,73,73,0,89,88,1,0,0,0,111,103,8,289,126,163,7,7,0,153,46,107,65,10,55,64,63,1,141,102,39,7,7,0,53,37,16,31,8,23,50,50,0,148,24,124,0,0,0,100,9,91,34,2,32,14,13,1,658,241,417,,Found,At row ...19239
21,381,2944,398480,0,0,VILLAGE,Malisahi,Rural,58,267,145,122,20,11,9,0,0,0,0,0,0,203,117,86,64,28,36,126,96,30,105,92,13,43,40,3,2,0,2,10,10,0,50,42,8,21,4,17,1,1,0,20,3,17,0,0,0,0,0,0,21,4,17,1,1,0,20,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,49,92,,Found,At row ...19240
21,381,2944,398481,0,0,VILLAGE,Nuagan,Rural,468,2072,1089,983,208,106,102,187,93,94,0,0,0,1458,833,625,614,256,358,727,678,49,699,658,41,157,147,10,301,285,16,30,30,0,211,196,15,28,20,8,4,4,0,14,10,4,8,5,3,2,1,1,27,19,8,4,4,0,13,9,4,8,5,3,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1345,411,934,,Found,At row ...19241
21,381,2944,398482,0,0,VILLAGE,Balisahi,Rural,154,635,349,286,61,28,33,0,0,0,0,0,0,492,295,197,143,54,89,224,207,17,211,196,15,71,71,0,30,29,1,0,0,0,110,96,14,13,11,2,4,4,0,8,7,1,0,0,0,1,0,1,9,9,0,3,3,0,6,6,0,0,0,0,0,0,0,4,2,2,1,1,0,2,1,1,0,0,0,1,0,1,411,142,269,,Found,At row ...19242
21,381,2944,398483,0,0,VILLAGE,Kendumula,Rural,37,177,95,82,22,15,7,36,15,21,0,0,0,132,74,58,45,21,24,57,55,2,56,55,1,42,42,0,10,10,0,0,0,0,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,40,80,,Found,At row ...19243
21,381,2944,398484,0,0,VILLAGE,Nakhapada,Rural,310,1285,676,609,160,93,67,196,100,96,0,0,0,952,538,414,333,138,195,667,404,263,327,303,24,86,86,0,146,138,8,18,18,0,77,61,16,340,101,239,3,1,2,291,82,209,25,6,19,21,12,9,105,67,38,0,0,0,74,55,19,24,6,18,7,6,1,235,34,201,3,1,2,217,27,190,1,0,1,14,6,8,618,272,346,,Found,At row ...19244
21,381,2944,398485,0,0,VILLAGE,Kanagudi,Rural,83,335,173,162,21,13,8,6,3,3,109,53,56,215,120,95,120,53,67,139,101,38,109,85,24,37,36,1,52,32,20,1,1,0,19,16,3,30,16,14,0,0,0,3,2,1,0,0,0,27,14,13,30,16,14,0,0,0,3,2,1,0,0,0,27,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,72,124,,Found,At row ...19245
21,381,2944,398486,0,0,VILLAGE,Metakapur,Rural,99,459,245,214,59,29,30,148,78,70,0,0,0,244,147,97,215,98,117,261,153,108,9,8,1,8,8,0,1,0,1,0,0,0,0,0,0,252,145,107,18,17,1,233,128,105,1,0,1,0,0,0,238,139,99,18,17,1,219,122,97,1,0,1,0,0,0,14,6,8,0,0,0,14,6,8,0,0,0,0,0,0,198,92,106,,Found,At row ...19246
21,381,2944,398487,0,0,VILLAGE,Ghantapada,Rural,190,798,407,391,92,51,41,9,4,5,0,0,0,529,292,237,269,115,154,343,249,94,242,228,14,45,43,2,82,76,6,2,2,0,113,107,6,101,21,80,24,4,20,62,5,57,2,1,1,13,11,2,45,13,32,17,3,14,18,2,16,2,1,1,8,7,1,56,8,48,7,1,6,44,3,41,0,0,0,5,4,1,455,158,297,,Found,At row ...19247
21,381,2944,398488,0,0,VILLAGE,Jogibahali,Rural,26,107,52,55,21,10,11,56,28,28,27,12,15,77,40,37,30,12,18,40,27,13,6,6,0,0,0,0,0,0,0,0,0,0,6,6,0,34,21,13,1,1,0,33,20,13,0,0,0,0,0,0,33,21,12,1,1,0,32,20,12,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,67,25,42,,Found,At row ...19248
21,381,2944,398489,0,0,VILLAGE,Khalisahi,Rural,70,353,183,170,40,20,20,21,9,12,0,0,0,271,156,115,82,27,55,190,134,56,144,133,11,29,29,0,40,40,0,10,4,6,65,60,5,46,1,45,0,0,0,39,0,39,6,0,6,1,1,0,6,1,5,0,0,0,0,0,0,5,0,5,1,1,0,40,0,40,0,0,0,39,0,39,1,0,1,0,0,0,163,49,114,,Found,At row ...19249
21,381,2944,398490,0,0,VILLAGE,Sargunapalli,Rural,37,178,84,94,23,12,11,151,73,78,0,0,0,127,62,65,51,22,29,85,44,41,45,43,2,1,1,0,8,8,0,0,0,0,36,34,2,40,1,39,0,0,0,21,0,21,18,1,17,1,0,1,19,1,18,0,0,0,0,0,0,18,1,17,1,0,1,21,0,21,0,0,0,21,0,21,0,0,0,0,0,0,93,40,53,,Found,At row ...19250
21,381,2944,398491,0,0,VILLAGE,Kathakhunta,Rural,379,1599,879,720,166,99,67,231,124,107,5,4,1,1241,722,519,358,157,201,574,541,33,546,531,15,88,87,1,178,176,2,9,7,2,271,261,10,28,10,18,0,0,0,12,3,9,8,0,8,8,7,1,20,10,10,0,0,0,4,3,1,8,0,8,8,7,1,8,0,8,0,0,0,8,0,8,0,0,0,0,0,0,1025,338,687,,Found,At row ...19251
21,381,2944,398492,0,0,VILLAGE,Purusottampur,Rural,293,1105,584,521,111,58,53,567,301,266,27,14,13,722,412,310,383,172,211,402,356,46,349,337,12,26,26,0,154,150,4,0,0,0,169,161,8,53,19,34,1,0,1,36,4,32,0,0,0,16,15,1,22,18,4,1,0,1,5,3,2,0,0,0,16,15,1,31,1,30,0,0,0,31,1,30,0,0,0,0,0,0,703,228,475,,Found,At row ...19252
21,381,2944,398493,0,0,VILLAGE,Kokalaba,Rural,432,1931,1009,922,196,93,103,367,184,183,0,0,0,1369,787,582,562,222,340,837,634,203,626,573,53,129,129,0,256,237,19,14,14,0,227,193,34,211,61,150,1,0,1,171,37,134,3,3,0,36,21,15,81,56,25,1,0,1,48,33,15,3,3,0,29,20,9,130,5,125,0,0,0,123,4,119,0,0,0,7,1,6,1094,375,719,,Found,At row ...19253
21,381,2944,398494,0,0,VILLAGE,Galishigadia,Rural,48,207,96,111,25,10,15,56,27,29,15,5,10,149,77,72,58,19,39,88,64,24,73,64,9,5,4,1,23,20,3,1,1,0,44,39,5,15,0,15,0,0,0,13,0,13,1,0,1,1,0,1,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,13,0,13,0,0,0,13,0,13,0,0,0,0,0,0,119,32,87,,Found,At row ...19254
21,381,2944,398495,0,0,VILLAGE,Ullashkot,Rural,100,486,253,233,40,19,21,31,16,15,0,0,0,352,209,143,134,44,90,247,155,92,162,153,9,27,22,5,74,72,2,0,0,0,61,59,2,85,2,83,1,0,1,68,1,67,14,0,14,2,1,1,27,2,25,1,0,1,10,1,9,14,0,14,2,1,1,58,0,58,0,0,0,58,0,58,0,0,0,0,0,0,239,98,141,,Found,At row ...19255
21,381,2944,398496,0,0,VILLAGE,Ainsia,Rural,237,1065,569,496,134,80,54,114,58,56,29,15,14,713,408,305,352,161,191,409,345,64,327,317,10,43,43,0,195,190,5,0,0,0,89,84,5,82,28,54,1,1,0,66,12,54,14,14,0,1,1,0,22,21,1,1,1,0,6,5,1,14,14,0,1,1,0,60,7,53,0,0,0,60,7,53,0,0,0,0,0,0,656,224,432,,Found,At row ...19256
21,381,2944,398497,0,0,VILLAGE,Dimiria,Rural,321,1398,716,682,153,74,79,263,137,126,16,10,6,936,523,413,462,193,269,438,389,49,388,373,15,67,67,0,291,281,10,0,0,0,30,25,5,50,16,34,4,3,1,43,11,32,0,0,0,3,2,1,49,16,33,4,3,1,42,11,31,0,0,0,3,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,960,327,633,,Found,At row ...19257
21,381,2944,398498,0,0,VILLAGE,Nuapatana,Rural,260,1195,650,545,126,73,53,789,426,363,0,0,0,935,535,400,260,115,145,311,295,16,293,283,10,62,59,3,181,179,2,0,0,0,50,45,5,18,12,6,1,1,0,8,5,3,0,0,0,9,6,3,18,12,6,1,1,0,8,5,3,0,0,0,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,355,529,,Found,At row ...19258
21,381,2944,398499,0,0,VILLAGE,Paramala,Rural,33,151,77,74,20,12,8,112,55,57,0,0,0,96,54,42,55,23,32,51,49,2,43,42,1,2,2,0,7,7,0,0,0,0,34,33,1,8,7,1,0,0,0,2,1,1,0,0,0,6,6,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,3,2,1,0,0,0,2,1,1,0,0,0,1,1,0,100,28,72,,Found,At row ...19259
21,381,2944,398500,0,0,VILLAGE,Malka,Rural,32,126,68,58,16,11,5,28,17,11,98,51,47,76,49,27,50,19,31,43,36,7,34,30,4,1,1,0,9,8,1,0,0,0,24,21,3,9,6,3,1,1,0,3,0,3,1,1,0,4,4,0,6,6,0,1,1,0,0,0,0,1,1,0,4,4,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,83,32,51,,Found,At row ...19260
21,381,2944,398501,0,0,VILLAGE,Balisahi,Rural,107,426,229,197,38,20,18,12,5,7,0,0,0,328,184,144,98,45,53,134,124,10,127,121,6,13,13,0,56,56,0,2,2,0,56,50,6,7,3,4,1,1,0,2,1,1,1,0,1,3,1,2,5,2,3,1,1,0,1,0,1,1,0,1,2,1,1,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,292,105,187,,Found,At row ...19261
21,381,2944,398502,0,0,VILLAGE,Nimasahi,Rural,248,891,456,435,105,50,55,113,56,57,3,2,1,648,358,290,243,98,145,451,280,171,235,213,22,5,4,1,62,59,3,0,0,0,168,150,18,216,67,149,6,3,3,180,46,134,0,0,0,30,18,12,168,60,108,4,3,1,136,40,96,0,0,0,28,17,11,48,7,41,2,0,2,44,6,38,0,0,0,2,1,1,440,176,264,,Found,At row ...19262
21,381,2944,398503,0,0,VILLAGE,Gurujang,Rural,119,600,303,297,56,26,30,103,56,47,0,0,0,477,254,223,123,49,74,274,186,88,184,181,3,67,67,0,40,39,1,0,0,0,77,75,2,90,5,85,0,0,0,85,0,85,5,5,0,0,0,0,6,5,1,0,0,0,1,0,1,5,5,0,0,0,0,84,0,84,0,0,0,84,0,84,0,0,0,0,0,0,326,117,209,,Found,At row ...19263
21,381,2944,398504,0,0,VILLAGE,Damakata,Rural,291,1284,644,640,167,82,85,377,185,192,0,0,0,909,494,415,375,150,225,606,397,209,374,355,19,50,50,0,178,176,2,14,14,0,132,115,17,232,42,190,0,0,0,159,6,153,56,30,26,17,6,11,92,42,50,0,0,0,23,6,17,55,30,25,14,6,8,140,0,140,0,0,0,136,0,136,1,0,1,3,0,3,678,247,431,,Found,At row ...19264
21,381,2944,398505,0,0,VILLAGE,Damasahi,Rural,26,93,49,44,20,11,9,91,48,43,0,0,0,50,31,19,43,18,25,47,25,22,27,23,4,0,0,0,0,0,0,23,20,3,4,3,1,20,2,18,0,0,0,0,0,0,19,1,18,1,1,0,19,2,17,0,0,0,0,0,0,18,1,17,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,46,24,22,,Found,At row ...19265
21,381,2944,398506,0,0,VILLAGE,Ostanarayanipur,Rural,147,710,353,357,81,46,35,0,0,0,0,0,0,579,297,282,131,56,75,210,188,22,191,178,13,24,23,1,21,20,1,0,0,0,146,135,11,19,10,9,0,0,0,9,1,8,0,0,0,10,9,1,10,9,1,0,0,0,1,0,1,0,0,0,9,9,0,9,1,8,0,0,0,8,1,7,0,0,0,1,0,1,500,165,335,,Found,At row ...19266
21,381,2944,398507,0,0,VILLAGE,Madheipada,Rural,57,243,124,119,21,10,11,44,19,25,0,0,0,175,99,76,68,25,43,102,85,17,67,64,3,18,18,0,11,11,0,2,2,0,36,33,3,35,21,14,0,0,0,0,0,0,4,4,0,31,17,14,33,19,14,0,0,0,0,0,0,4,4,0,29,15,14,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,141,39,102,,Found,At row ...19267
21,381,2944,398508,0,0,VILLAGE,Parbatipur,Rural,25,99,49,50,7,5,2,0,0,0,0,0,0,89,43,46,10,6,4,28,25,3,21,19,2,5,5,0,0,0,0,0,0,0,16,14,2,7,6,1,0,0,0,0,0,0,0,0,0,7,6,1,7,6,1,0,0,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,24,47,,Found,At row ...19268
21,381,2944,398509,0,0,VILLAGE,Kanlapada,Rural,61,260,140,120,29,16,13,149,78,71,0,0,0,199,117,82,61,23,38,90,83,7,89,82,7,13,13,0,33,29,4,3,3,0,40,37,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,57,113,,Found,At row ...19269
21,381,2944,398510,0,0,VILLAGE,Cheramulia,Rural,46,219,114,105,24,8,16,1,1,0,87,41,46,158,97,61,61,17,44,101,77,24,87,77,10,0,0,0,57,48,9,2,1,1,28,28,0,14,0,14,0,0,0,14,0,14,0,0,0,0,0,0,14,0,14,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,37,81,,Found,At row ...19270
21,381,2944,398511,0,0,VILLAGE,Muliapada,Rural,53,259,138,121,30,19,11,0,0,0,0,0,0,179,103,76,80,35,45,113,84,29,100,83,17,7,6,1,36,27,9,17,10,7,40,40,0,13,1,12,4,0,4,7,1,6,2,0,2,0,0,0,12,1,11,4,0,4,6,1,5,2,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,146,54,92,,Found,At row ...19271
21,381,2944,398512,0,0,VILLAGE,Jemadeipur,Rural,67,309,159,150,31,14,17,79,40,39,0,0,0,248,137,111,61,22,39,103,84,19,103,84,19,6,6,0,41,28,13,0,0,0,56,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,75,131,,Found,At row ...19272
21,381,2944,398513,0,0,VILLAGE,Matigadia,Rural,26,114,63,51,14,10,4,0,0,0,25,12,13,87,50,37,27,13,14,51,33,18,46,33,13,2,1,1,25,17,8,0,0,0,19,15,4,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,30,33,,Found,At row ...19273
21,381,2944,398514,0,0,VILLAGE,Khairapada,Rural,19,90,41,49,14,8,6,12,7,5,0,0,0,48,21,27,42,20,22,45,28,17,39,28,11,1,1,0,37,26,11,0,0,0,1,1,0,6,0,6,1,0,1,5,0,5,0,0,0,0,0,0,6,0,6,1,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,13,32,,Found,At row ...19274
21,381,2944,398515,0,0,VILLAGE,Bhejiapada,Rural,68,325,176,149,40,26,14,0,0,0,0,0,0,213,124,89,112,52,60,147,99,48,96,87,9,7,7,0,68,61,7,0,0,0,21,19,2,51,12,39,0,0,0,49,10,39,0,0,0,2,2,0,29,3,26,0,0,0,28,2,26,0,0,0,1,1,0,22,9,13,0,0,0,21,8,13,0,0,0,1,1,0,178,77,101,,Found,At row ...19275
21,381,2944,398516,0,0,VILLAGE,Badabhuin,Rural,335,1283,693,590,143,87,56,251,132,119,134,67,67,880,507,373,403,186,217,484,421,63,306,277,29,69,68,1,186,170,16,0,0,0,51,39,12,178,144,34,53,50,3,108,77,31,0,0,0,17,17,0,129,113,16,50,47,3,68,55,13,0,0,0,11,11,0,49,31,18,3,3,0,40,22,18,0,0,0,6,6,0,799,272,527,,Found,At row ...19276
21,381,2944,398519,0,0,VILLAGE,Bhagatpur,Rural,26,98,49,49,13,5,8,1,0,1,97,49,48,46,31,15,52,18,34,49,28,21,24,19,5,2,2,0,22,17,5,0,0,0,0,0,0,25,9,16,0,0,0,25,9,16,0,0,0,0,0,0,25,9,16,0,0,0,25,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,21,28,,Found,At row ...19279
21,381,2944,398520,0,0,VILLAGE,Jantaria,Rural,41,204,110,94,20,10,10,0,0,0,0,0,0,149,86,63,55,24,31,80,66,14,79,66,13,21,17,4,56,47,9,0,0,0,2,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,44,80,,Found,At row ...19280
21,381,2944,398521,0,0,VILLAGE,Gopapur,Rural,43,171,87,84,18,10,8,38,19,19,0,0,0,123,65,58,48,22,26,50,46,4,47,45,2,6,6,0,38,38,0,0,0,0,3,1,2,3,1,2,0,0,0,2,0,2,0,0,0,1,1,0,3,1,2,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,41,80,,Found,At row ...19281
21,381,2944,398522,0,0,VILLAGE,Malisahi,Rural,188,722,375,347,114,65,49,522,272,250,0,0,0,483,275,208,239,100,139,215,205,10,30,30,0,14,14,0,1,1,0,0,0,0,15,15,0,185,175,10,0,0,0,184,175,9,0,0,0,1,0,1,111,109,2,0,0,0,110,109,1,0,0,0,1,0,1,74,66,8,0,0,0,74,66,8,0,0,0,0,0,0,507,170,337,,Found,At row ...19282
21,381,2944,398523,0,0,VILLAGE,Kalisahi,Rural,5,19,11,8,2,1,1,19,11,8,0,0,0,10,6,4,9,5,4,10,5,5,4,2,2,0,0,0,4,2,2,0,0,0,0,0,0,6,3,3,0,0,0,6,3,3,0,0,0,0,0,0,6,3,3,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3,,Found,At row ...19283
21,381,2944,398524,0,0,VILLAGE,Badhia,Rural,65,286,153,133,31,12,19,77,42,35,0,0,0,184,111,73,102,42,60,117,88,29,115,87,28,59,44,15,52,41,11,0,0,0,4,2,2,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,65,104,,Found,At row ...19284
21,381,2944,398525,0,0,VILLAGE,Harichandanpur,Rural,161,660,296,364,63,33,30,238,105,133,0,0,0,491,231,260,169,65,104,199,140,59,185,129,56,14,14,0,91,63,28,17,9,8,63,43,20,14,11,3,7,7,0,3,2,1,2,0,2,2,2,0,13,10,3,7,7,0,2,1,1,2,0,2,2,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,461,156,305,,Found,At row ...19285
21,381,2944,398526,0,0,VILLAGE,Nizigarh,Rural,244,1054,558,496,106,62,44,4,2,2,0,0,0,897,483,414,157,75,82,303,289,14,301,288,13,10,10,0,169,165,4,2,0,2,120,113,7,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,751,269,482,,Found,At row ...19286
21,381,2944,398527,0,0,VILLAGE,Baulasahi,Rural,30,143,72,71,11,5,6,0,0,0,0,0,0,126,66,60,17,6,11,29,28,1,27,27,0,0,0,0,10,10,0,0,0,0,17,17,0,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,44,70,,Found,At row ...19287
21,381,2944,398528,0,0,VILLAGE,Pathansahi,Rural,70,318,163,155,47,26,21,0,0,0,0,0,0,228,128,100,90,35,55,87,83,4,86,83,3,0,0,0,6,6,0,0,0,0,80,77,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,80,151,,Found,At row ...19288
21,381,2944,398529,0,0,VILLAGE,Gandapalli,Rural,65,251,131,120,37,16,21,129,67,62,0,0,0,169,102,67,82,29,53,78,68,10,64,62,2,6,6,0,4,4,0,0,0,0,54,52,2,14,6,8,0,0,0,3,0,3,1,1,0,10,5,5,11,6,5,0,0,0,0,0,0,1,1,0,10,5,5,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,173,63,110,,Found,At row ...19289
21,381,2944,398530,0,0,VILLAGE,Tangisahi,Rural,89,356,187,169,53,28,25,217,115,102,0,0,0,218,135,83,138,52,86,121,108,13,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,119,106,13,1,1,0,115,102,13,0,0,0,3,3,0,118,106,12,1,1,0,114,102,12,0,0,0,3,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,235,79,156,,Found,At row ...19290
21,381,2944,398531,0,0,VILLAGE,Basantpur,Rural,90,392,207,185,47,27,20,65,40,25,0,0,0,257,152,105,135,55,80,134,119,15,89,85,4,28,27,1,11,11,0,2,2,0,48,45,3,45,34,11,1,1,0,18,16,2,1,1,0,25,16,9,38,30,8,1,1,0,16,14,2,1,1,0,20,14,6,7,4,3,0,0,0,2,2,0,0,0,0,5,2,3,258,88,170,,Found,At row ...19291
21,381,2944,398532,0,0,VILLAGE,Kakudia,Rural,482,2133,1141,992,235,123,112,974,513,461,2,0,2,1713,960,753,420,181,239,690,624,66,476,448,28,40,39,1,87,86,1,32,31,1,317,292,25,214,176,38,11,8,3,43,33,10,14,10,4,146,125,21,210,175,35,11,8,3,43,33,10,13,10,3,143,124,19,4,1,3,0,0,0,0,0,0,1,0,1,3,1,2,1443,517,926,,Found,At row ...19292
21,381,2944,398534,0,0,VILLAGE,Thengapalli,Rural,53,249,133,116,16,9,7,70,35,35,0,0,0,191,111,80,58,22,36,83,81,2,30,29,1,1,1,0,0,0,0,0,0,0,29,28,1,53,52,1,2,2,0,51,50,1,0,0,0,0,0,0,53,52,1,2,2,0,51,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,52,114,,Found,At row ...19294
21,381,2944,398535,0,0,VILLAGE,Pithakhai,Rural,16,67,39,28,2,1,1,64,37,27,0,0,0,53,34,19,14,5,9,21,20,1,19,19,0,0,0,0,12,12,0,0,0,0,7,7,0,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,46,19,27,,Found,At row ...19295
21,381,2944,398536,0,0,VILLAGE,Paikapadapatana,Rural,928,3942,2077,1865,394,205,189,985,509,476,55,30,25,3055,1701,1354,887,376,511,1217,1046,171,1067,972,95,35,33,2,281,268,13,71,61,10,680,610,70,150,74,76,3,3,0,33,11,22,44,23,21,70,37,33,72,42,30,2,2,0,6,5,1,20,11,9,44,24,20,78,32,46,1,1,0,27,6,21,24,12,12,26,13,13,2725,1031,1694,,Found,At row ...19296
21,381,2944,398537,0,0,VILLAGE,Guhalasahi,Rural,169,783,432,351,83,42,41,194,103,91,13,6,7,556,343,213,227,89,138,389,274,115,201,194,7,41,41,0,92,88,4,3,3,0,65,62,3,188,80,108,6,3,3,176,71,105,2,2,0,4,4,0,111,73,38,3,3,0,102,64,38,2,2,0,4,4,0,77,7,70,3,0,3,74,7,67,0,0,0,0,0,0,394,158,236,,Found,At row ...19297
21,381,2944,398538,0,0,VILLAGE,Krushnachandrapur,Rural,57,258,139,119,31,16,15,112,60,52,10,5,5,181,110,71,77,29,48,100,81,19,65,63,2,2,2,0,25,25,0,3,3,0,35,33,2,35,18,17,0,0,0,33,16,17,0,0,0,2,2,0,35,18,17,0,0,0,33,16,17,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,58,100,,Found,At row ...19298
21,381,2944,398539,0,0,VILLAGE,Kathaukhoja,Rural,122,497,251,246,67,34,33,194,97,97,0,0,0,311,169,142,186,82,104,211,156,55,167,153,14,19,19,0,130,122,8,1,0,1,17,12,5,44,3,41,1,0,1,41,3,38,0,0,0,2,0,2,43,3,40,1,0,1,40,3,37,0,0,0,2,0,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,286,95,191,,Found,At row ...19299
21,381,2944,398540,0,0,VILLAGE,Mathurapur,Rural,116,414,223,191,59,29,30,0,0,0,12,7,5,324,187,137,90,36,54,154,144,10,118,115,3,91,91,0,0,0,0,0,0,0,27,24,3,36,29,7,0,0,0,33,27,6,0,0,0,3,2,1,36,29,7,0,0,0,33,27,6,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,79,181,,Found,At row ...19300
